ds,yhat,yhat_lower,yhat_upper,model,y
2045-07-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-07-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-08-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-09-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-09-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-10-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-11-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-12-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-12-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-01-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-02-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-02-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-03-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-04-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-04-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-05-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-06-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-06-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-07-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2046-08-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
